name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Ridhira Retreat,banquet-halls,4.8,hyderabad,1700,106700,26800,14100,44700
Hotel Svm Grand,banquet-halls,4.8,hyderabad,750,54900,14100,14200,36600
Istay Hotels Hitec City,banquet-halls,4.8,hyderabad,850,68600,17300,9500,40300
Deccan Serai Grande,banquet-halls,4.1,hyderabad,1500,94700,23700,11200,40400
Oval Gardens,banquet-halls,4.6,hyderabad,1400,86800,23100,12500,50000
Shanbhag Hotel,banquet-halls,4.6,hyderabad,399,43100,10900,10200,27000
The Amaltaas Fort,banquet-halls,4.8,hyderabad,1000,73100,18600,9400,40200
Deccan Serai Hotel,banquet-halls,4.6,hyderabad,1200,81600,15600,11100,48500
District150,banquet-halls,4.6,hyderabad,2500,154300,29900,14600,64600
District150,banquet-halls,4.6,hyderabad,2500,154500,28300,11300,70000
Madhura Banquet Halls,banquet-halls,3.0,hyderabad,630,52000,9700,11200,27000
Msr Convention Garden,banquet-halls,3.0,hyderabad,1200,79100,22000,9600,44800
Hotel Harshitha Grand,banquet-halls,3.0,hyderabad,500,51600,12400,13900,30400
Amr Convention Hall,banquet-halls,3.0,hyderabad,600,58900,13200,12200,28600
Brown Town Resort,banquet-halls,3.0,hyderabad,1599,95200,25700,14000,45400
Sridevi Function Hall,banquet-halls,3.0,hyderabad,1800,119100,22800,12000,58400
Sai Grand Convention Ac Hall,banquet-halls,3.0,hyderabad,700,56300,14800,13800,34500
Lakshmi Convention,banquet-halls,3.0,hyderabad,600,59700,11000,9400,26400
Golden Petal Banquet Hall,banquet-halls,2.0,hyderabad,450,46300,11600,8200,23900
Party Hall By Signature Grills,banquet-halls,3.0,hyderabad,800,64200,15200,8200,31300
Hotel Anmol Continental,banquet-halls,3.1,hyderabad,650,59300,12400,12300,36200
Kamat Lingapur Hotel,banquet-halls,3.0,hyderabad,700,63200,11400,9700,26700
Radisson Blu Hotel,banquet-halls,5.0,hyderabad,1200,77000,20400,12500,47200
Radisson Blu Hotel,banquet-halls,5.0,hyderabad,1200,80400,17300,8300,44900
Mercure Hyderabad KCP,banquet-halls,4.0,hyderabad,1000,79600,18100,9000,39500
Golkonda Resorts & Spa,banquet-halls,4.0,hyderabad,1500,101900,20200,12500,49700
Hotel IK London Residency,banquet-halls,3.0,hyderabad,350,37000,10300,11700,21800
Glook,banquet-halls,4.8,kolkata,1000,68100,15800,14600,40600
Southern Plaza Hotel,banquet-halls,4.8,kolkata,1100,83500,19800,10800,42000
All Fresco Banquet,banquet-halls,4.6,kolkata,750,64800,16000,14300,36400
Shivana Banquets,banquet-halls,4.6,kolkata,1200,82200,19700,13700,47100
Urban View Banquet,banquet-halls,4.6,kolkata,1000,75200,14500,11100,30900
Jaisalmer Sonarkella,banquet-halls,4.8,kolkata,750,59900,15400,8500,27900
Kings Landing Restaurant And Banquet,banquet-halls,4.5,kolkata,650,50700,12500,11500,34400
Urban View Banquet,banquet-halls,4.6,kolkata,1000,74900,17500,9400,42300
Kings Landing Restaurant And Banquet,banquet-halls,3.9,kolkata,650,49800,10600,11300,34900
Glook,banquet-halls,4.8,kolkata,1000,66200,13900,11900,41000
Southern Plaza Hotel,banquet-halls,4.8,kolkata,900,64500,13500,8900,28300
Shivana Banquets,banquet-halls,4.6,kolkata,1200,81300,20900,11900,43800
Kings Landing Restaurant And Banquet,banquet-halls,3.9,kolkata,650,53700,12200,8900,35800
Debonair Banquets,banquet-halls,3.0,kolkata,750,63900,13000,10200,37600
Hotel Big Boss,banquet-halls,3.0,kolkata,800,64900,11300,9900,34700
Hotel Big Boss,banquet-halls,3.0,kolkata,800,67200,11300,13500,40200
Hotel Eastern Plaza,banquet-halls,3.0,kolkata,900,72900,14400,13500,30700
Neeldeep Banquet,banquet-halls,4.0,kolkata,800,67900,17800,12900,26200
JMS Villa & Gardens,banquet-halls,3.0,kolkata,500,41600,11400,10400,33500
Jamuna Banquets,banquet-halls,3.0,kolkata,900,65500,19000,8000,38800
Jamuna Banquets,banquet-halls,3.0,kolkata,900,69600,18200,8000,42400
Shivam Hotel,banquet-halls,3.0,kolkata,600,49200,14800,11600,24400
Mukti World,banquet-halls,2.1,kolkata,850,69600,16800,13500,29300
The Stadel,banquet-halls,4.0,kolkata,750,60900,15400,10700,26000
The Stadel,banquet-halls,4.0,kolkata,750,63900,12300,11400,25900
Novotel Kolkata And Residences,banquet-halls,4.0,kolkata,2600,147600,32000,8600,65900
Pipal Tree Hotel,banquet-halls,4.0,kolkata,1200,80600,17400,11200,40200
Pipal Tree Hotel,banquet-halls,4.0,kolkata,1200,75100,17300,11100,37400
The Sonnet,banquet-halls,4.0,kolkata,950,64700,12500,8900,37200
Hotel Esteem,banquet-halls,2.0,kolkata,800,69200,16800,14700,30500
Hotel Royal Dezire,banquet-halls,3.5,udaipur,500,43000,8100,12100,23500
Oriental Palace Resorts,banquet-halls,4.0,udaipur,700,64200,11000,10200,25800
jÃ¼STa Rajputana,banquet-halls,4.0,udaipur,1000,70000,18900,8300,33300
Cambay Resort,banquet-halls,3.1,udaipur,1500,94400,24700,12300,42500
The Fern Residency,banquet-halls,4.0,udaipur,700,62000,15700,14000,34900
Golden Tulip,banquet-halls,3.8,udaipur,750,55400,14500,9700,26600
Ramada Udaipur Resort and Spa,banquet-halls,5.0,udaipur,1500,101400,23800,12700,44700
Le ROI Udaipur Hotel,banquet-halls,4.0,udaipur,600,57000,12200,12500,28100
Araliayas Resorts,banquet-halls,4.0,udaipur,550,43500,13900,8600,23300
Hotel Inder Residency,banquet-halls,4.0,udaipur,1100,84000,18800,13300,44200
Labhgarh Palace Resort,banquet-halls,4.0,udaipur,650,59800,12000,11100,27400
Riviera Madaar Resort,banquet-halls,4.0,udaipur,600,53400,10100,13500,23100
Hotel Raj Kuber,banquet-halls,2.0,udaipur,800,60700,13500,11300,33500
Ramya Resort And Spa,banquet-halls,2.0,udaipur,1050,74400,15200,11600,40600
Golden Tulip,banquet-halls,3.8,udaipur,750,57000,12800,10100,30400
Edhatu Valley View Resort & Spa,banquet-halls,4.6,udaipur,800,64500,16200,11900,35700
Crimson Park Shree Kanak,banquet-halls,4.0,udaipur,600,49900,9800,14500,34100
Spectrum Hotel & Residencies,banquet-halls,4.0,udaipur,800,59000,15600,9000,37900
The Oberoi Udaivilas,banquet-halls,5.0,udaipur,5500,299700,59600,14500,133400
The Oberoi Udaivilas,banquet-halls,5.0,udaipur,5500,296000,59500,10100,127900
The Ananta Udaipur,banquet-halls,4.0,udaipur,2200,138700,30900,8800,57000
Hotel Paras Mahal,banquet-halls,4.0,udaipur,950,75900,13200,9600,36700
Hotel The Rising,banquet-halls,4.7,udaipur,450,38700,8800,12300,25000
Oriental Palace Resorts,banquet-halls,4.0,udaipur,700,54500,15400,11500,33600
Oriental Palace Resorts,banquet-halls,4.0,udaipur,700,54700,11300,9800,34800
Park Exotica Club Spa & Resort,banquet-halls,4.0,udaipur,950,73800,16400,11500,32400
Rajwada Heritage Hotels And Resorts,banquet-halls,2.0,udaipur,800,65900,13000,14300,40400
Ceremony Resort,banquet-halls,2.0,udaipur,750,57100,12500,14100,34800
Yaan Wellness Retreat,banquet-halls,4.0,udaipur,650,56600,13000,9500,33100
Hotel Paras Mahal,banquet-halls,4.0,udaipur,950,70600,18500,14100,39400
The Altruist Business Hotel Whitefield,banquet-halls,4.8,bangalore,800,67800,16400,10300,36100
Mlr Convention Centre,banquet-halls,4.6,bangalore,1600,98400,20100,9500,42000
Hotel Icon Premier By Bhagini,banquet-halls,4.8,bangalore,799,56000,12000,9200,34900
Twenty Four Hotel,banquet-halls,4.8,bangalore,799,61800,15600,9600,35200
Aloft Bengaluru Whitefield,banquet-halls,4.8,bangalore,1200,76700,15700,13800,44300
Devanagari Gardens,banquet-halls,4.6,bangalore,999,79300,15500,11000,39600
The Liverpool Blue Hotels,banquet-halls,4.6,bangalore,599,59500,12100,11400,29700
Halcyon Hotel Residences,banquet-halls,4.0,bangalore,800,58400,16100,12100,32900
Icon Suites By Bhagini Hotels,banquet-halls,4.5,bangalore,649,56200,9800,8300,34800
Rbd Sarovar Portico,banquet-halls,4.3,bangalore,750,63200,11900,14200,36200
Twenty Four Hotel,banquet-halls,4.5,bangalore,799,60800,13400,11500,31700
Liverpool Hotel,banquet-halls,4.8,bangalore,799,58300,17600,9700,29600
Club Riviera,banquet-halls,4.8,bangalore,899,74300,15600,9700,33000
Seasons Suites Koramangala,banquet-halls,4.8,bangalore,400,35200,13300,9500,29900
Bloom Hub,banquet-halls,4.6,bangalore,999,69800,19700,13500,38100
Silsila Restaurant,banquet-halls,4.6,bangalore,475,53400,8300,11900,26700
Bhagini Residency Hoodi,banquet-halls,4.5,bangalore,559,50000,10500,8400,27600
Mlr Convention Centre,banquet-halls,4.8,bangalore,1100,79200,18800,10900,39100
V Legacy Convention Centre,banquet-halls,4.6,bangalore,2200,130600,27100,11900,65600
Regent Club,banquet-halls,4.6,bangalore,750,65200,15400,14300,28600
The Altruist Business Hotel Whitefield,banquet-halls,4.8,bangalore,800,66300,17700,12200,28800
Mlr Convention Centre,banquet-halls,4.6,bangalore,1200,83000,15400,14100,46200
The Woodrose,banquet-halls,4.6,bangalore,1200,84000,21400,9400,34600
Palm Meadows Resort,banquet-halls,5.0,bangalore,1800,117900,27700,11100,53700
Signature Club Resort,banquet-halls,4.6,bangalore,1500,97700,19600,13600,53900
Devanagari Gardens,banquet-halls,4.6,bangalore,2000,119600,28900,11300,62300
The Woodrose,banquet-halls,4.6,bangalore,1200,88500,19600,9200,34600
V Legacy Convention Centre,banquet-halls,4.6,bangalore,999,76300,16700,9900,34000
Aloft Bengaluru Whitefield,banquet-halls,4.6,bangalore,1200,82700,19300,9800,34300
Signature Club Resort,banquet-halls,4.6,bangalore,1500,98200,22200,10700,43700
Hotel Centre Point,banquet-halls,5.0,nagpur,825,63600,13100,11500,26900
Hotel Centre Point,banquet-halls,5.0,nagpur,825,65700,12700,9300,30300
Hotel Centre Point,banquet-halls,5.0,nagpur,825,58500,13600,13600,32400
Hotel Centre Point,banquet-halls,5.0,nagpur,825,67000,17900,10200,37100
The Majestic Manor,banquet-halls,3.8,nagpur,500,41100,8800,9100,21700
Radisson Blu Hotel Nagpur,banquet-halls,5.0,nagpur,875,62200,17300,13300,28800
Hotel Dwarkamai,banquet-halls,4.0,nagpur,550,53300,14700,13800,24700
Hotel Dwarkamai,banquet-halls,4.0,nagpur,550,56900,9100,12200,24900
Hotel Orient Star,banquet-halls,3.5,nagpur,500,54100,10900,14300,24300
Hotel Sunrise N Resorts,banquet-halls,3.6,nagpur,750,53600,16100,14400,34800
Hotel Shaheen,banquet-halls,3.6,nagpur,650,49800,9700,12600,32800
Harisson Celebration Lawn,banquet-halls,4.2,nagpur,700,53400,12000,10800,30900
Hotel Centre Point,banquet-halls,5.0,nagpur,825,71100,12400,10500,37200
Hotel Gangakashi,banquet-halls,4.0,nagpur,750,52800,12900,8800,38500
Lal Kothi Lawns,banquet-halls,3.0,nagpur,400,47500,10000,13400,21800
Hotel Orient Star,banquet-halls,3.9,nagpur,500,40600,13500,13100,25200
Hotel Darshan Tower,banquet-halls,4.0,nagpur,500,43200,9800,10000,28400
Hotel Ashoka Imperial,banquet-halls,4.0,nagpur,550,43200,9600,8300,31900
Regenta Central Hotel & Convention Centre,banquet-halls,3.0,nagpur,1100,75100,18000,11000,35800
Raja Ram Havely,banquet-halls,4.0,nagpur,400,44300,9300,8900,20600
Hotel Centre Point,banquet-halls,5.0,nagpur,825,56400,15000,9500,26600
Hotel Centre Point,banquet-halls,5.0,nagpur,825,66700,15000,14100,30700
Hotel Centre Point,banquet-halls,5.0,nagpur,825,57200,13200,13900,35200
Hotel Hardeo,banquet-halls,4.0,nagpur,600,48000,15700,11500,28600
The Travotel Suites,banquet-halls,4.0,nagpur,1200,81100,19900,10700,47600
Parampara Lawn And Banquet,banquet-halls,4.0,nagpur,800,56200,15400,10500,37100
7 Vachann,banquet-halls,4.0,nagpur,850,60800,12200,11300,39600
Devika Royal Lawn,banquet-halls,4.0,nagpur,750,55900,14900,12200,33100
Devika Royal Lawn,banquet-halls,4.0,nagpur,750,60800,16100,9100,26100
Ms Repose Restro,banquet-halls,4.4,nagpur,1500,100300,21500,8800,42500
Bogmallo Beach Resort,banquet-halls,3.0,goa,950,64300,17000,8400,37200
Cidade de Goa Resort Hotel,banquet-halls,3.0,goa,1900,115900,26500,10900,54900
Grand Hyatt Goa,banquet-halls,5.0,goa,3500,196700,40100,9100,89000
Kenilworth Beach Resort & Spa,banquet-halls,5.0,goa,1750,103100,22100,12000,57800
ITC Grand Goa Resort and Spa,banquet-halls,5.0,goa,1000,70400,15800,10000,44700
ITC Grand Goa Resort and Spa,banquet-halls,5.0,goa,1000,66900,18000,10900,43800
Bogmallo Beach Resort,banquet-halls,4.0,goa,950,65200,18000,12300,41100
A Lua Verna,banquet-halls,4.0,goa,1000,68900,13100,9900,30600
Golden Orchid,banquet-halls,4.0,goa,800,67900,16400,12700,29000
Golden Orchid,banquet-halls,4.0,goa,1000,72500,14500,8500,37100
Bambolim Beach Resort,banquet-halls,3.0,goa,550,46500,15400,13200,28100
Grande Delmon,banquet-halls,4.0,goa,550,53600,14500,11200,25900
Radisson Blu Resort Goa Cavelossim Beach,banquet-halls,5.0,goa,1200,76700,20900,9800,40800
The Lalit Golf & Spa Resort,banquet-halls,5.0,goa,2500,143000,33800,11500,60600
Novotel Goa Resort And Spa,banquet-halls,5.0,goa,1500,97800,24800,11800,49700
Novotel Goa Resort And Spa,banquet-halls,5.0,goa,1500,90200,22800,13300,47300
Novotel Goa Shrem,banquet-halls,5.0,goa,1800,115700,26100,12100,54700
Goa Marriott Resort & Spa,banquet-halls,5.0,goa,1850,108900,23600,9000,52600
Goa Marriott Resort & Spa,banquet-halls,5.0,goa,1850,119700,22800,13400,48900
Goa Marriott Resort & Spa,banquet-halls,5.0,goa,1850,108300,26500,14700,59200
Taj Fort Aguada Resort,banquet-halls,5.0,goa,3000,176400,34200,14900,82000
Fortune Acron Regina,banquet-halls,5.0,goa,1850,115600,22700,13100,48700
Country Inn & Suites By Carlson,banquet-halls,5.0,goa,800,62600,15600,12500,35200
Seasons Hotels & Resorts,banquet-halls,4.0,goa,500,52500,12500,14700,32800
Resorte Marinha Dourada,banquet-halls,4.0,goa,1500,97300,23000,9500,45800
Resort De Coracao,banquet-halls,4.0,goa,950,69700,17200,9800,29700
Bon Appetit Beach Restaurant,banquet-halls,2.0,goa,900,65600,17900,10300,41400
The Lalit Golf & Spa Resort,banquet-halls,5.0,goa,2500,145800,28300,12800,73800
The Leela,banquet-halls,5.0,goa,2400,137800,30800,12700,62100
Vivanta by Taj Panaji,banquet-halls,5.0,goa,1400,85500,19000,10900,52900
Hotel Vanya Palace,banquet-halls,3.5,agra,650,53500,10200,14900,23700
Hotel Pearl Blue,banquet-halls,3.0,agra,1200,76800,19400,11700,41800
Hotel Poonam Plaza,banquet-halls,3.0,agra,550,55700,15300,11300,27600
Hotel Grand Casa,banquet-halls,3.0,agra,650,58100,15000,9900,33400
ITC Mughal,banquet-halls,5.0,agra,1500,98700,20400,14200,54600
ITC Mughal,banquet-halls,5.0,agra,1500,97000,24400,12500,41100
ITC Mughal,banquet-halls,5.0,agra,1500,95600,19800,11800,48400
Radisson Blu Hotel,banquet-halls,5.0,agra,1400,88000,22500,14000,46300
Hotel Clarks Shiraz,banquet-halls,5.0,agra,1000,73000,18700,10000,31100
Hotel Alleviate,banquet-halls,3.0,agra,800,67300,15900,8700,31300
Hotel Amar,banquet-halls,3.0,agra,700,54800,14600,9300,32000
Merit Hotel,banquet-halls,3.0,agra,700,62300,10900,11000,36900
Hotel Riviera,banquet-halls,3.0,agra,350,34900,8300,13700,18400
Hotel Taj Galaxy,banquet-halls,3.0,agra,450,49500,10400,10900,23500
Hotel Jodhaa the Great,banquet-halls,3.0,agra,400,41700,10600,12800,19800
Chandra Pushp Palace,banquet-halls,3.0,agra,450,45700,7700,10300,19500
Hotel Madhu Resorts,banquet-halls,3.0,agra,850,62000,14600,11200,32500
Hotel Ganga Ratan,banquet-halls,3.0,agra,850,68400,17200,13300,41700
Mansingh Palace,banquet-halls,4.0,agra,1200,84200,19500,14600,45700
Sohna Gaon Samadhia Farm House,banquet-halls,2.0,agra,700,56000,15800,13700,34500
Sohna Gaon Samadhia Farm House,banquet-halls,2.0,agra,700,56600,16900,13700,38700
The Green Valley,banquet-halls,2.0,agra,750,61900,12000,8100,32200
Laxmi Palace,banquet-halls,2.0,agra,600,58400,14000,13600,23100
Rajgarh Farms And Resort,banquet-halls,2.0,agra,800,68100,12400,9200,26600
Hotel Marine House,banquet-halls,2.0,agra,700,55900,12200,10600,37900
Radisson Blu Hotel,banquet-halls,5.0,agra,1400,96000,20600,12400,41300
Hotel Clarks Shiraz,banquet-halls,5.0,agra,1000,75200,16600,11900,42200
9 Star Hotel,banquet-halls,3.0,agra,600,45900,13100,9400,27800
Hotel Amar,banquet-halls,3.0,agra,700,54100,13200,9000,34800
Crystal Sarovar Premiere,banquet-halls,5.0,agra,1200,86900,18700,14500,40300
Heritage Resort Bikaner,banquet-halls,4.4,bikaner,650,51300,9500,14800,30300
Vijayvargiya Dhani,banquet-halls,3.8,bikaner,1000,65600,16400,14700,40400
The Park Paradise,banquet-halls,4.3,bikaner,3500,201500,42700,14700,94200
Hotel Basant Vihar Palace,banquet-halls,4.0,bikaner,900,61100,16600,12100,41000
Rishabh Garden,banquet-halls,2.0,bikaner,550,48800,11500,12500,29800
Radhe Krishna Marriage Palace,banquet-halls,2.0,bikaner,550,49000,14600,12500,27600
Rajbhog Resort,banquet-halls,2.0,bikaner,650,62400,10600,8700,35700
Laxmipati Marriage Palace,banquet-halls,2.0,bikaner,550,50000,11800,11600,30600
Chhalani Palace New,banquet-halls,2.0,bikaner,650,62100,16100,10900,37200
Hotel Marudhar Palace,banquet-halls,2.0,bikaner,550,52400,11800,14400,29000
Hotel Marudhar Palace,banquet-halls,2.0,bikaner,550,47300,14500,9500,25800
Kothari Palace,banquet-halls,2.0,bikaner,750,65600,13900,12100,37900
Sanskar Sadan,banquet-halls,2.0,bikaner,550,46400,15200,10300,32600
Hotel Laxmi Residency,banquet-halls,2.0,bikaner,550,55900,14700,12200,32600
Narendra Bhawan,banquet-halls,2.0,bikaner,2000,117500,24000,10800,59800
Hotel Vrindavan Regency,banquet-halls,2.0,bikaner,550,53400,11800,9800,30200
Hotel Vrindavan Regency,banquet-halls,2.0,bikaner,550,57100,13100,12200,34900
Raj Mandir,banquet-halls,2.0,bikaner,550,45600,13500,14000,25800
Raj Mandir,banquet-halls,2.0,bikaner,550,48200,8700,11600,27600
Radhe Krishna Marriage Palace,banquet-halls,2.0,bikaner,550,45600,14000,10100,31300
Shree Ganeshm Resort,banquet-halls,2.0,bikaner,650,47500,13200,13800,36500
Shree Ganeshm Resort,banquet-halls,2.0,bikaner,650,52700,12600,12800,35800
Rajbhog Resort,banquet-halls,2.0,bikaner,650,52800,16100,8600,26000
Laxmipati Marriage Palace,banquet-halls,2.0,bikaner,550,47400,9200,12200,21400
Chhalani Palace New,banquet-halls,2.0,bikaner,650,48400,13300,11400,25900
Sampat Palace,banquet-halls,2.0,bikaner,650,56700,15300,13000,33400
Hotel Marudhar Palace,banquet-halls,2.0,bikaner,550,49500,10400,9400,24400
Hotel Continental Blue,banquet-halls,2.0,bikaner,700,54100,17000,9200,24100
Hotel Gaj Kesri,banquet-halls,2.0,bikaner,2000,122000,28800,13700,58000
Suraj Palace,banquet-halls,2.0,bikaner,650,54600,13500,8500,24900
Mirvana Nature Resort,banquet-halls,2.0,jaisalmer,650,55500,14900,11700,27500
Jawahar Niwas Palace,banquet-halls,2.0,jaisalmer,900,66800,13000,14000,32300
Jawahar Niwas Palace,banquet-halls,2.0,jaisalmer,900,72600,15700,11500,31800
Jasmin Home,banquet-halls,2.0,jaisalmer,850,62000,14200,11300,32800
Jaisalmer Marriott Resort And Spa,banquet-halls,5.0,jaisalmer,2500,140600,28400,9900,64800
Fort Rajwada,banquet-halls,4.0,jaisalmer,1300,93400,16600,12400,48500
Suryagarh,banquet-halls,4.0,jaisalmer,1600,96700,25600,14800,43400
Jaisalkot,banquet-halls,2.0,jaisalmer,850,67400,13300,13000,37600
Himmatgarh Palace,banquet-halls,2.0,jaisalmer,550,47300,11000,9900,26000
Mirvana Nature Resort,banquet-halls,2.0,jaisalmer,650,55800,10400,12900,29600
Hotel Nachana Haveli,banquet-halls,2.0,jaisalmer,850,58300,16700,11000,41700
Desert Tulip Hotel & Resort,banquet-halls,4.0,jaisalmer,800,69100,16200,13600,30300
Hotel Brys Fort,banquet-halls,4.0,jaisalmer,900,71900,15800,11200,38800
Hotel Brys Fort,banquet-halls,4.0,jaisalmer,900,65200,12300,13400,30900
Hotel Rang Mahal,banquet-halls,2.0,jaisalmer,2100,134300,27400,12800,52000
Hotel Lal Garh Fort And Palace,banquet-halls,2.0,jaisalmer,650,57100,12200,12500,33400
Jawahar Niwas Palace,banquet-halls,2.0,jaisalmer,900,68900,18200,8700,29200
Jaisalkot,banquet-halls,2.0,jaisalmer,850,65800,15500,13300,37500
Hotel Sky Plaza,banquet-halls,2.0,jaisalmer,650,53400,15400,9100,31900
Highway Konig Hotel,banquet-halls,2.0,jaisalmer,750,55300,15600,13600,25800
D Desi Aroma Pure Veg Restaurant,banquet-halls,2.0,jaisalmer,850,58600,15400,10400,35300
Hotel Rang Mahal,banquet-halls,2.0,jaisalmer,2100,127600,28200,10400,56400
Gaji Hotel,banquet-halls,2.0,jaisalmer,850,59400,11700,10700,37600
Hotel Neeraj,banquet-halls,2.0,jaisalmer,850,66700,14000,9400,35600
Pakwan Restaurant And Hall,banquet-halls,2.0,jaisalmer,550,44200,10300,12700,26100
Hotel Rang Mahal,banquet-halls,2.0,jaisalmer,2100,121100,25900,12300,57000
Himmatgarh Palace,banquet-halls,2.0,jaisalmer,550,55400,10500,10200,24700
Welcomheritage Kalyan Bhawan Hotel,banquet-halls,2.0,jaisalmer,550,43000,13900,10600,32900
Priya Hotel,banquet-halls,2.0,jaisalmer,750,63500,11400,12400,32300
Hotel Mahadev Palace,banquet-halls,2.0,jaisalmer,850,70900,15800,10200,34000
Hotel Shagun Palace,banquet-halls,3.9,jodhpur,450,45300,12200,13700,31200
Garh Govind,banquet-halls,4.0,jodhpur,850,62700,14700,11200,29100
Shree Ram International,banquet-halls,3.8,jodhpur,850,58100,18400,14500,41500
Shagun Resorts & Hotel,banquet-halls,3.0,jodhpur,900,63700,17700,11700,39100
Hotel Niky International,banquet-halls,3.9,jodhpur,900,72800,12800,14200,36400
Shivam Palace & Resort,banquet-halls,3.0,jodhpur,450,44900,10700,11800,24100
Bijolai Palace,banquet-halls,4.0,jodhpur,750,65700,13000,14800,38000
Raj Ranbanka Resorts And Restaurants,banquet-halls,4.1,jodhpur,600,48300,11700,9600,31300
